RECORD_TYPE,ORIGIN_RUN_ID,PILOT_ID,OBSERVATION_ID,EXPRESSION_FAMILY_ID,QUERY_TYPE,APPLICABILITY,NA_REASON,SURFACE_ROLE,ENGINE_OR_SURFACE,SOURCE_DOMAIN,QUERY_EXACT,SEARCH_URL,SEARCHED_AT_UTC,LOCALE,ACCESS_STATUS,ORGANIC_TARGET,ORGANIC_COUNT,ANALYST,RUN_NOTES,RESULT_ORDINAL,RESULT_URL,FINAL_URL,DOMAIN_OR_PLATFORM,RESULT_TITLE,SELLER_CREATOR,SELLER_RELATION,VISIBLE_PUBLICATION_DATE,MATCH_ELEMENTS,MATERIAL_MATCH,TRACEABLE_SOURCE,MATCH_NOTES,REPRESENTATIVE,CANONICAL_OBSERVATION_ID,EXPECTED_RUNS,COMPLETED_RUNS,NA_RUNS,BLOCKED_RUNS,CROSS_SELLER_RECURRENCE,TRACEABLE_CREATOR_OR_RIGHTS_SOURCE,PROVENANCE_CONFIDENCE,PROVENANCE_BASIS,FINAL_GATE0_DISPOSITION,DECISION_RATIONALE,DECIDED_BY,DECIDED_AT_UTC,LIMITATIONS
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,6,https://www.walmart.com/ip/19867770251,NOT-OPENED — search title/snippet reviewed,walmart.com,Vesco Salty Girl Tee: Women'S Vintage Cotton Blend T-Shirt - Walmart.com,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,cleaned title phrase,YES,UNRESOLVED,Candidate or materially matching cleaned product title appears in the result.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,7,https://shop.tiktok.com/us/pdp/womens-vintage-cotton-blend-t-shirt-beachy-attitude-summer/1732316575080878605,NOT-OPENED — search title/snippet reviewed,shop.tiktok.com,Salty Girl Tee: Women's Vintage Cotton Blend T-Shirt - TikTok Shop,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,cleaned title phrase,YES,UNRESOLVED,Candidate or materially matching cleaned product title appears in the result.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,8,https://shop.tiktok.com/us/pdp/womens-vintage-cotton-blend-t-shirt-comfortable-stylish/1732472079699054750,NOT-OPENED — search title/snippet reviewed,shop.tiktok.com,Salty Girl Tee Women's Vintage Cotton Blend T-Shirt in Multiple Colors - TikTok Shop,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,cleaned title phrase,YES,UNRESOLVED,Candidate or materially matching cleaned product title appears in the result.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,9,https://www.redbubble.com/shop/umbrella%2Bt-shirts,NOT-OPENED — search title/snippet reviewed,redbubble.com,Umbrella T-Shirts for Sale | Redbubble,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,no material candidate elements established,NO,UNRESOLVED,No material match is visible in the result title/snippet; retained because it is within the first 10 organic results.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,10,https://www.redbubble.com/shop/for%2Bher%2Bt-shirts,NOT-OPENED — search title/snippet reviewed,redbubble.com,For Her T-Shirts for Sale | Redbubble,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,no material candidate elements established,NO,UNRESOLVED,No material match is visible in the result title/snippet; retained because it is within the first 10 organic results.,NO,,,,,,,,,,,,,,
SEARCH_RUN,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,OpenAI web search,etsy.com,"person under umbrella sprinkled with salt ""SALTY"" t-shirt",UNAVAILABLE — search-service result-page URL not exposed,2026-09-25T18:19:41.454Z,United States / English,COMPLETE-10,10,10,Codex / TRACE provenance reviewer,First organic results returned by the search service were reviewed and recorded by ordinal; sponsored modules were not counted.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,1,https://www.etsy.com/listing/4332571417/salty-girl-tee-womens-vintage-cotton,https://www.etsy.com/listing/4332571417/salty-girl-tee-womens-vintage-cotton,etsy.com,Salty Girl Tee: Women's Vintage Cotton Blend T-shirt - Etsy,Tokfun,SOURCE-SELLER,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,UNRESOLVED,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,2,https://www.etsy.com/listing/1765236027/all-these-flavors-and-you-choose-to-be,NOT-OPENED — search title/snippet reviewed,etsy.com,"All These Flavors and You Choose to Be Salty Shirt, Humorous Shirt, Funny Shirt, Tee, Melanin Shirt, Gift of Her Shirt, Melanin Queen - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,3,https://www.etsy.com/listing/4403459519/salty-girl-tee-womens-vintage-cotton,NOT-OPENED — search title/snippet reviewed,etsy.com,Salty Girl Tee: Women's Vintage Cotton Blend T-shirt - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,4,https://www.etsy.com/listing/4435297585/comfort-colors-salty-t-shirt-morton-salt,https://www.etsy.com/listing/4435297585/comfort-colors-salty-t-shirt-morton-salt,etsy.com,Comfort Colors Salty Graphic Tee – Morton Salt Girl Inspired - Etsy,ClicketyCritters,UNRELATED-SELLER,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,YES — result explicitly identifies Morton inspiration,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,5,https://www.etsy.com/listing/4440948109/stay-salty-girl-sweatshirt-funny-parody,NOT-OPENED — search title/snippet reviewed,etsy.com,"Stay Salty Girl Sweatshirt, Funny Parody Graphic Tee - Etsy Australia",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,6,https://www.etsy.com/listing/4377713242/dont-be-salty-comfort-shirt-sarcastic,NOT-OPENED — search title/snippet reviewed,etsy.com,"Don't Be Salty Comfort Shirt, Sarcastic Shirt, Funny Saying Shirt, Funny Salty Shirt, Sarcastic Women Gift, Rainy Weather Shirt - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,7,https://www.etsy.com/listing/1808033347/all-these-flavors-and-you-chose-to-be,NOT-OPENED — search title/snippet reviewed,etsy.com,"All These Flavors and You Chose to Be Salty, Sarcastic Shirt, Funny Women Shirt, Melanin Shirt, Funny Quotes Shirt, Gift Shirt - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,8,https://www.etsy.com/listing/706616522/funny-melanin-shirt-all-these-flavors,NOT-OPENED — search title/snippet reviewed,etsy.com,Funny Melanin Shirt | All These Flavors You Salty | Sarcastic Black Girl Gift | Don't Be Salty 3/4 Sleeve Raglan Unisex Shirt - Etsy New Zealand,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,9,https://www.etsy.com/listing/4451345686/salty-morton-girl-t-shirt-sarcastic,NOT-OPENED — search title/snippet reviewed,etsy.com,"Salty Morton Girl T-shirt, Sarcastic Quote Shirt, Funny Meme Tee, Retro Salt Girl Graphic Tshirt, Sassy Woman Gift - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,UNRESOLVED,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,10,https://www.etsy.com/listing/835325726/all-these-flavors-and-you-choose-to-be,NOT-OPENED — search title/snippet reviewed,etsy.com,All These Flavors and You Choose to Be Salty - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
SEARCH_RUN,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,OpenAI web search,,"person under umbrella sprinkled with salt ""SALTY"" t-shirt",UNAVAILABLE — search-service result-page URL not exposed,2026-09-25T18:19:41.454Z,United States / English,COMPLETE-10,10,10,Codex / TRACE provenance reviewer,First organic results returned by the search service were reviewed and recorded by ordinal; sponsored modules were not counted.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,1,https://www.etsy.com/listing/4435297585/comfort-colors-salty-t-shirt-morton-salt,https://www.etsy.com/listing/4435297585/comfort-colors-salty-t-shirt-morton-salt,etsy.com,Comfort Colors Salty Graphic Tee – Morton Salt Girl Inspired - Etsy,ClicketyCritters,UNRELATED-SELLER,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,YES — result explicitly identifies Morton inspiration,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,2,https://www.etsy.com/listing/4377713242/dont-be-salty-comfort-shirt-sarcastic,NOT-OPENED — search title/snippet reviewed,etsy.com,"Don't Be Salty Comfort Shirt, Sarcastic Shirt, Funny Saying Shirt, Funny Salty Shirt, Sarcastic Women Gift, Rainy Weather Shirt - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,3,https://www.teepublic.com/t-shirt/97767317-salty-girl-with-umbrella-and-salt-sprinkle,NOT-OPENED — search title/snippet reviewed,teepublic.com,Salty Girl with Umbrella and Salt Sprinkle - Salty - T-Shirt | TeePublic,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,UNRESOLVED,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,4,https://www.etsy.com/listing/706616522/funny-melanin-shirt-all-these-flavors,NOT-OPENED — search title/snippet reviewed,etsy.com,Funny Melanin Shirt | All These Flavors You Salty | Sarcastic Black Girl Gift | Don't Be Salty 3/4 Sleeve Raglan Unisex Shirt - Etsy New Zealand,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,5,https://www.etsy.com/listing/4451345686/salty-morton-girl-t-shirt-sarcastic,NOT-OPENED — search title/snippet reviewed,etsy.com,"Salty Morton Girl T-shirt, Sarcastic Quote Shirt, Funny Meme Tee, Retro Salt Girl Graphic Tshirt, Sassy Woman Gift - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,UNRESOLVED,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,6,https://www.teepublic.com/baseball-tee/97697846-girl-with-umbrella-sprinkling-salt-retro-sunset,NOT-OPENED — search title/snippet reviewed,teepublic.com,Girl with Umbrella Sprinkling Salt Retro Sunset - Salty - Baseball T-Shirt | TeePublic,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,UNRESOLVED,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,7,https://www.etsy.com/listing/1743824462/vintage-90s-salty-umbrella-girl,NOT-OPENED — search title/snippet reviewed,etsy.com,Vintage 90s Salty Umbrella Girl Silkscreen Graphic Punk Goth Emo Tshirt Female Fit Fun Unique - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,UNRESOLVED,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,8,https://www.etsy.com/listing/1499316896/dont-be-salty-svg-salty-girl-svg-girl,NOT-OPENED — search title/snippet reviewed,etsy.com,"Don't Be Salty Svg, Salty Girl Svg, Girl With Umbrella Under the Rain Svg, Don't Be Mad Svg, Don't Angry, SVG for Shirts, PNG Sublimation - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,UNRESOLVED,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,9,https://www.ebay.com/itm/405437133174,NOT-OPENED — search title/snippet reviewed,ebay.com,***NEW*** The Original Salty Tee - Funny Meme Social Distancing - Drinking Shirt | eBay,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,salty phrase or motif,UNCERTAIN,UNRESOLVED,"Related phrase/motif is visible, but exact composition is not established from the title/snippet.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-C-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,COMPOSITION,REQUIRED,,OPEN-WEB,,,,,,,,,,,,10,https://www.etsy.com/listing/4451373182/morton-salt-girl-parody-shirt-salty-meme,NOT-OPENED — search title/snippet reviewed,etsy.com,"Morton Salt Girl Parody Shirt, Salty Meme Tee, Sarcastic Retro 90s Style Shirt, Quirky Graphic Tshirt, Sassy Mood Tee Shirt - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,umbrella figure; salt/SALTY motif,YES,UNRESOLVED,Result identifies the candidate composition or an explicit Morton Salt Girl-inspired version.,NO,,,,,,,,,,,,,,
SEARCH_RUN,TRACE-P002-ORIGIN-ETSY-B02-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-11-MR-08,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,OpenAI web search,etsy.com,"""Three Raccoons"" ""Raccoon Moon"" t-shirt",UNAVAILABLE — search-service result-page URL not exposed,2026-09-25T18:19:41.454Z,United States / English,COMPLETE-10,10,10,Codex / TRACE provenance reviewer,First organic results returned by the search service were reviewed and recorded by ordinal; sponsored modules were not counted.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B02-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-11-MR-08,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,1,https://www.etsy.com/listing/1775745836/raccoon-moon-shirt-three-raccoons,NOT-OPENED — search title/snippet reviewed,etsy.com,"Raccoon Moon Shirt, Three Raccoons Howling at the Moon Vintage Shirt, Unisex Retro Raccoon Tshirt, Funny Raccoon Lover Gifts Meme Shirt - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,three raccoons; moon/howling composition,YES,UNRESOLVED,Title/snippet materially matches the three-raccoon moon composition.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B02-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-11-MR-08,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,2,https://www.etsy.com/listing/4314832006/comfort-colors-raccoon-shirt-three,NOT-OPENED — search title/snippet reviewed,etsy.com,"Comfort Colors® Raccoon Shirt, Three Raccoons Moon Tee, Vintage 90s Animal Graphic Shirt, Funny Wildlife Nature Tee, Washed Unisex Gift - Etsy",UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,three raccoons; moon/howling composition,YES,UNRESOLVED,Title/snippet materially matches the three-raccoon moon composition.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B02-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-11-MR-08,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,3,https://www.etsy.com/listing/1716481453/raccoon-moon-shirt-three-raccoons,NOT-OPENED — search title/snippet reviewed,etsy.com,Raccoon Moon Shirt | Three Raccoons Vintage Moon T-shirt | Unisex Comfort Colors Tee | Funny Retro Shirt | Raccoon Lovers T Shirt Gift - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,three raccoons; moon/howling composition,YES,UNRESOLVED,Title/snippet materially matches the three-raccoon moon composition.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B02-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-11-MR-08,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,4,https://www.etsy.com/listing/1800339871/three-raccoons-retro-graphic-t-shirts,https://www.etsy.com/listing/1800339871/three-raccoons-retro-graphic-t-shirts,etsy.com,"Three Raccoons Retro Graphic T-shirts, Vintage Comfort Colors® Raccoon Moon Tshirt, Raccoon Lovers, Funny Raccon Tee, Oversized Washed Tee - Etsy",OldSchoolCulture,SOURCE-SELLER,UNAVAILABLE — no stable listing/publication date exposed,three raccoons; moon/howling composition,YES,YES — seller authorship claim only,Title/snippet materially matches the three-raccoon moon composition.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B02-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-11-MR-08,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,5,https://www.etsy.com/listing/1891321531/retro-raccoon-moon-graphic-t-shirt,NOT-OPENED — search title/snippet reviewed,etsy.com,Retro Raccoon Moon Graphic T-shirt: Oversized Washed Tee - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,three raccoons; moon/howling composition,YES,UNRESOLVED,Title/snippet materially matches the three-raccoon moon composition.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B02-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-11-MR-08,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,6,https://www.etsy.com/listing/1800339871/three-raccoons-retro-graphic-t-shirts?content_source=68802315-6a79-4800-a95d-b818f497fe1f%253Afc8fdf3f2acdc1bfb1771368bc3cf13ed968ecc3&lang_mismatch=1&ls=s&pro=1&sts=1,NOT-OPENED — search title/snippet reviewed,etsy.com,"Three Raccoons Retro Graphic T-shirts, Vintage Comfort Colors® Raccoon Moon Tshirt, Raccoon Lovers, Funny Raccon Tee, Oversized Washed Tee - Etsy",OldSchoolCulture,SOURCE-SELLER,UNAVAILABLE — no stable listing/publication date exposed,three raccoons; moon/howling composition,YES,YES — seller authorship claim only,Title/snippet materially matches the three-raccoon moon composition.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B02-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-11-MR-08,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,7,https://www.etsy.com/listing/1800339871/three-raccoons-retro-graphic-t-shirts?content_source=a8e1ebd5-2bba-4015-a029-702339e9b1cd%253Ac6ec1584ff98bcf468486e0c4083b4989227c183&lang_mismatch=1&ls=s&pro=1&sts=1,NOT-OPENED — search title/snippet reviewed,etsy.com,"Three Raccoons Retro Graphic T-shirts, Vintage Comfort Colors® Raccoon Moon Tshirt, Raccoon Lovers, Funny Raccon Tee, Oversized Washed Tee - Etsy",OldSchoolCulture,SOURCE-SELLER,UNAVAILABLE — no stable listing/publication date exposed,three raccoons; moon/howling composition,YES,YES — seller authorship claim only,Title/snippet materially matches the three-raccoon moon composition.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B02-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-11-MR-08,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,8,https://www.etsy.com/listing/4450014779/three-raccoons-retro-graphic-t-shirts,https://www.etsy.com/listing/4450014779/three-raccoons-retro-graphic-t-shirts,etsy.com,"Three Raccoons Retro Graphic T-shirts, Vintage Comfort Colors® Raccoon Moon Tshirt, Raccoon Lovers, Funny Raccon Tee, Oversized Washed Tee - Etsy",AstTeeStore,UNRELATED-SELLER,UNAVAILABLE — no stable listing/publication date exposed,three raccoons; moon/howling composition,YES,UNRESOLVED,Title/snippet materially matches the three-raccoon moon composition.,YES,,,,,,,,,,,,,,
