RECORD_TYPE,ORIGIN_RUN_ID,PILOT_ID,OBSERVATION_ID,EXPRESSION_FAMILY_ID,QUERY_TYPE,APPLICABILITY,NA_REASON,SURFACE_ROLE,ENGINE_OR_SURFACE,SOURCE_DOMAIN,QUERY_EXACT,SEARCH_URL,SEARCHED_AT_UTC,LOCALE,ACCESS_STATUS,ORGANIC_TARGET,ORGANIC_COUNT,ANALYST,RUN_NOTES,RESULT_ORDINAL,RESULT_URL,FINAL_URL,DOMAIN_OR_PLATFORM,RESULT_TITLE,SELLER_CREATOR,SELLER_RELATION,VISIBLE_PUBLICATION_DATE,MATCH_ELEMENTS,MATERIAL_MATCH,TRACEABLE_SOURCE,MATCH_NOTES,REPRESENTATIVE,CANONICAL_OBSERVATION_ID,EXPECTED_RUNS,COMPLETED_RUNS,NA_RUNS,BLOCKED_RUNS,CROSS_SELLER_RECURRENCE,TRACEABLE_CREATOR_OR_RIGHTS_SOURCE,PROVENANCE_CONFIDENCE,PROVENANCE_BASIS,FINAL_GATE0_DISPOSITION,DECISION_RATIONALE,DECIDED_BY,DECIDED_AT_UTC,LIMITATIONS
SEARCH_RUN,TRACE-P002-OR-ETSY-B09-COMP-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,REQUIRED,,OPEN-WEB,OpenAI web search (system1),open web,"""Charles Island"" shark ""Walnut Beach"" shirt",UNAVAILABLE — web-search service exposes result URLs but not a persistent result-page URL,2026-09-25T18:23:23.383Z,United States / English,EXHAUSTED-LT10,10,8,Codex / p002_origin_etsy_b9_13,"The service returned 8 organic results for the exact query; every returned result was recorded. SEQUENCE DEVIATION: this origin run began before the preregistered raw-frame stage had closed through DTC S12. Evidence is preserved without selection, EF, or SDC credit.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,1,https://www.redbubble.com/people/blebaylem,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Blebaylem Shop,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,JAWS / Walnut Beach / shark / Charles Island 2026 product,YES,UNRESOLVED,Redbubble search result shows materially corresponding product from another commercial marketplace; seller/rights source unresolved.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,2,https://www.facebook.com/topsailmagazine/posts/paddle-for-a-purpose-its-the-final-countdown-be-sure-to-make-your-calendars-for-/1795894615325881/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,PADDLE FOR A PURPOSE! 🇺🇸 It's the final ...,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Walnut Beach event only,NO,NO,Unrelated paddle event.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,3,https://wanderlog.com/drive/between/59754/58658/westport-to-mystic-drive,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,33 Best Stops Between Westport and Mystic,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Walnut Beach travel reference only,NO,NO,No merchandise or JAWS expression match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,4,https://www.facebook.com/newenglandfarmhousedesign/posts/milford-locals-gear-up-the-ultimate-summer-night-is-coming-and-our-limited-editi/1838915607495318/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,"Milford locals, gear up! 👕 The ultimate summer night is coming ...",UNAVAILABLE — not shown in search result,SAME-COMMERCIAL-SOURCE,UNAVAILABLE — not shown in search result,Source seller's exact limited-edition Jaws at Walnut Beach merchandise,YES,YES,Source seller social post; same commercial source.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,5,https://milford329.rssing.com/chan-25438909/all_p100.html,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Lead News – Milford Mirror - RSSing.com,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Walnut Beach / Charles Island geography only,NO,NO,No material design or merchandise match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,6,https://en.wikipedia.org/wiki/Walnut_Beach,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Walnut Beach,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Walnut Beach and Charles Island geography,NO,YES,Traceable location information but no material commercial-expression match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,7,https://de.wikipedia.org/wiki/Charles_Island_%28Connecticut%29,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Charles Island (Connecticut),UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Charles Island geography,NO,YES,Traceable location information but no material commercial-expression match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,8,https://de.wikipedia.org/wiki/Silver_Sands_State_Park,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Silver Sands State Park,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Charles Island / Walnut Beach geography,NO,YES,Traceable location information but no material commercial-expression match.,NO,,,,,,,,,,,,,,
CANDIDATE_DECISION,,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,YES,YES — JAWS film property and the Jaws-at-Walnut-Beach screening context are identifiable,HIGH,"OPEN-WEB TITLE results 1–7 tie the exact merchandise to a Jaws outdoor-film event; SOURCE-NATIVE TITLE results 3, 4, and 6 and COMPOSITION result 6 explicitly identify Jaws film/fan merchandise. OPEN-WEB COMPOSITION result 1 shows a materially corresponding Charles Island 2026 / JAWS / Walnut Beach shark product on Redbubble, with that seller's rights source unresolved.",IP-EXCLUDED,"TRACE v0.3 Gate 0 excludes fame-dependent entertainment merchandise even when licensed. The product's wording, shark imagery, red JAWS presentation, and documented event context materially depend on the JAWS film property; this is contamination control, not an infringement finding.",Codex / p002_origin_etsy_b9_13,2026-09-25T18:28:37.195Z,"Sequence deviation: origin screening occurred before raw-frame capture had closed through DTC S12, so this evidence must not confer selection, EF, SDC, or downstream credit until run-integrity review. Two native runs and all three open-web runs exposed fewer than 10 organic results; all exposed results were recorded. No reverse-image search was run and licensing/ownership was not determined. Open-web discovery queries for badge ranks 10–13 were also initiated before the pause message; they are intentionally excluded from this partial artifact and no Gate 0 decisions were made for them."
