row_type,pilot_id,pool_id,scan_id,query_order,query,sort,surface_status,captured_at_utc,result_url,signed_out,country,language,currency,ship_to_country,scroll_wait_cycles,organic_count,interleaved_ad_count,observation_id,organic_ordinal,listing_id,occurrence_role,title,shop,listing_url,thumbnail_url,title_thumbnail_screen,pre_origin_detail_disposition,gate0_basis,detail_opened,detail_captured_at_utc,official_bestseller,item_review_scope,item_review_count,latest_displayed_item_review_date,attribution_grade,provenance_search_state,queue_lane,queue_rank,notes
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,03-MR,2,funny t shirt,Most relevant,COMPLETE,2026-09-25T18:03:26.760Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-03-MR-06,6,4453505181,CANONICAL-FIRST,Leave Me A Loon T-Shirt - Men & Women's Unisex Graphic Tee - Vintage Funny Pun Shirt - Introvert Nature Shirt - Wildlife Bird Lovers Shirt,RedlineXI,https://www.etsy.com/listing/4453505181/leave-me-a-loon-t-shirt-men-womens,https://i.etsystatic.com/59529163/r/il/0e4aeb/8030805625/il_510x638.8030805625_hp4p.jpg,CANDIDATE,ATTRIBUTION-EXCLUDED,no item-specific review section; schema count not attributable to this print,YES,2026-09-25T18:06:55.840Z,NO,SCHEMA-ONLY/UNCLEAR,,,UNCLEAR,NOT-RUN-NOT-QUALIFIED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created. Raw schema aggregate=547 was not treated as item-specific.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,03-MR,2,funny t shirt,Most relevant,COMPLETE,2026-09-25T18:03:26.760Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-03-MR-07,7,4576308332,CANONICAL-FIRST,"Cute Ghost Blowing Dandelion Wish Funny Halloween Spooky Shirt, Unisex Funny Cute Ghost Blowing Dandelion Shirt",handmadeshop2728,https://www.etsy.com/listing/4576308332/cute-ghost-blowing-dandelion-wish-funny,https://i.etsystatic.com/52753081/r/il/6e5030/8531060290/il_510x638.8531060290_muxc.jpg,CANDIDATE,ATTRIBUTION-EXCLUDED,no item-specific review section; schema count not attributable to this print,YES,2026-09-25T18:06:57.720Z,NO,SCHEMA-ONLY/UNCLEAR,,,UNCLEAR,NOT-RUN-NOT-QUALIFIED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created. Raw schema aggregate=34 was not treated as item-specific.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,03-MR,2,funny t shirt,Most relevant,COMPLETE,2026-09-25T18:03:26.760Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-03-MR-08,8,4565216251,CANONICAL-FIRST,"First of All, I'm a Delight T-Shirt | Halloween Medusa Spooky Tee",SarcasticRebelShop,https://www.etsy.com/listing/4565216251/first-of-all-im-a-delight-t-shirt,https://i.etsystatic.com/67059691/r/il/a499a2/8611115373/il_510x638.8611115373_n5yb.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:06:59.971Z,YES,ITEM-SPECIFIC,4,2026-09-19,EXACT,NOT-RUN,RECENT-SALES-BADGE,15,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,03-MR,2,funny t shirt,Most relevant,COMPLETE,2026-09-25T18:03:26.760Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-03-MR-09,9,4540503129,CANONICAL-FIRST,"Getting Meowied Shirt, Funny Cat Bride Tee, Cat Wedding Shirt, Bachelorette Cat Lover Gift, Bridal Shower Cat Graphic Tee",CatDistributor,https://www.etsy.com/listing/4540503129/getting-meowied-shirt-funny-cat-bride,https://i.etsystatic.com/46432211/r/il/dda4ab/8625752795/il_510x638.8625752795_1m10.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:02.122Z,YES,ITEM-SPECIFIC,17,2026-09-25,EXACT,NOT-RUN,RECENT-SALES-BADGE,8,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,03-MR,2,funny t shirt,Most relevant,COMPLETE,2026-09-25T18:03:26.760Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-03-MR-10,10,4543713411,CANONICAL-FIRST,"Give Me All Cookies Funny Tee, Cookie Monster Funny Meme Shirt, Cursed Meme Shirt, Edgy Streetwear, Gift For Him, Funny Parody Tee",ShaylaTeeShop,https://www.etsy.com/listing/4543713411/give-me-all-cookies-funny-tee-cookie,https://i.etsystatic.com/63617955/r/il/344181/8295435292/il_510x638.8295435292_81qw.jpg,IP-EXCLUDED,IP-EXCLUDED,Cookie Monster character/meme,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,03-MR,2,funny t shirt,Most relevant,COMPLETE,2026-09-25T18:03:26.760Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-03-MR-11,11,4414449167,CANONICAL-FIRST,"Mitochondria Vintage Science T-Shirt, Retro Biology Graphic Tee, 90s Academic Cell Diagram Shirt, Geek Lab Humor Top, STEM Learning Gift",RetroFluent,https://www.etsy.com/listing/4414449167/mitochondria-vintage-science-t-shirt,https://i.etsystatic.com/60918381/r/il/ff42d9/7502890817/il_510x638.7502890817_9wc5.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:04.295Z,YES,ITEM-SPECIFIC,127,2026-09-21,EXACT,NOT-RUN,RECENT-SALES-BADGE,3,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,03-MR,2,funny t shirt,Most relevant,COMPLETE,2026-09-25T18:03:26.760Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-03-MR-12,12,4580238462,CANONICAL-FIRST,"Comfort Colors Fun Aunt Shirt, Hear Ye Hear Ye The Fun Aunt Has Arrived Tee, Funny Auntie Shirt, Cat Lover Aunt Gift, Medieval Fantasy Tee",EverWildTees,https://www.etsy.com/listing/4580238462/comfort-colors-fun-aunt-shirt-hear-ye,https://i.etsystatic.com/36511669/r/il/9d8c28/8560522632/il_510x638.8560522632_8n0z.jpg,CANDIDATE,ATTRIBUTION-EXCLUDED,no item-specific review section; schema count not attributable to this print,YES,2026-09-25T18:07:06.459Z,NO,SCHEMA-ONLY/UNCLEAR,,,UNCLEAR,NOT-RUN-NOT-QUALIFIED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created. Raw schema aggregate=32 was not treated as item-specific.
SURFACE,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,https://www.etsy.com/search?q=funny%20t%20shirt&instant_download=false&order=highest_reviews,YES,United States,English (US),USD,United States,0,12,0,,,,,,,,,,,,,,,,,,,,,,No interleaved ad card rendered before organic ordinal 12.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-01,1,1679237029,REPEAT-LISTING,"Custom Logo Shirts, Personalized Logo Shirt, Custom Design Shirt, Custom Text Shirt,Your Business Logo or Brand Logo T Shirt,Team Logo Shirt",TeaShirtsUS,https://www.etsy.com/listing/1679237029/custom-logo-shirts-personalized-logo,https://i.etsystatic.com/36540294/r/il/a15e7c/8182352446/il_510x638.8182352446_4anx.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,custom/personalized logo service,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-02,2,1448684964,CANONICAL-FIRST,"Upgrade backside listing, Purchased together with the main product!",SweeTeeShirt,https://www.etsy.com/listing/1448684964/upgrade-backside-listing-purchased,https://i.etsystatic.com/42032063/r/il/a32cd3/5365878841/il_510x638.5365878841_fd69.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,backside upgrade add-on,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-03,3,1800226651,CANONICAL-FIRST,"Funny 770 Quotes Most Likely Christmas Tee, Matching Family Christmas 2026 T-Shirt, Holiday Pjs",TrendyGiftsUSA,https://www.etsy.com/listing/1800226651/funny-440-quotes-most-likely-christmas,https://i.etsystatic.com/52817230/r/il/c969f7/8586586317/il_510x638.8586586317_2qho.jpg,CANDIDATE,ATTRIBUTION-EXCLUDED,listing offers personalization/design-number choices; review pool cannot be tied cleanly to one visible print,YES,2026-09-25T18:07:09.370Z,YES,ITEM-SPECIFIC,1729,2026-09-24,MIXED,NOT-RUN-NOT-QUALIFIED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-04,4,4329676522,CANONICAL-FIRST,"Comfort Colors® Custom Vintage 90s T-Shirt, Personalized Retro Bootleg Shirt, Pet Photo on Tshirt, 90s Rap Group Bootleg Tee",ArtsifOfficial,https://www.etsy.com/listing/4329676522/comfort-colors-custom-vintage-90s-t,https://i.etsystatic.com/30637927/r/il/fe1927/8225825603/il_510x638.8225825603_4jy1.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,custom/personalized photo service,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-05,5,4518683637,CANONICAL-FIRST,"Funny Major Jackpot T-Shirt, Casino Slot Machine Attire, Gambling Theme Apparel, Fun Las Vegas Clothing, Unique Gift Him or Her",SMILINGSUNFLOWER,https://www.etsy.com/listing/4518683637/funny-major-jackpot-t-shirt-casino-slot,https://i.etsystatic.com/6381194/r/il/3ce106/8164637243/il_510x638.8164637243_5910.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:11.408Z,NO,ITEM-SPECIFIC,3,2026-07-09,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-06,6,4563871414,REPEAT-LISTING,"FDT Lake Ontario Kennedy Center Shirt, Funny Protest Tee, Comfort Colors® Anti-Tr*mp Pro-Democracy Activism Gift, Subtle FDT Shirt",MillieLaneTees,https://www.etsy.com/listing/4563871414/fdt-lake-ontario-kennedy-center-shirt,https://i.etsystatic.com/39082346/r/il/973d92/8441374650/il_510x638.8441374650_novj.jpg,IP-EXCLUDED,IP-EXCLUDED,Donald Trump/public-figure political dependence,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-07,7,1012093892,CANONICAL-FIRST,"Funny Dad Jokes T-Shirt, Father's Day Gift",CrazyDogTshirts,https://www.etsy.com/listing/1012093892/funny-dad-jokes-t-shirt-fathers-day-gift,https://i.etsystatic.com/6572991/r/il/facc91/8619986103/il_510x638.8619986103_q131.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:13.426Z,NO,ITEM-SPECIFIC,857,2026-09-08,EXACT,NOT-RUN,ITEM-REVIEW-DEPTH,3,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-08,8,560142098,CANONICAL-FIRST,Jesus Riding Dinosaur T Shirt Funny T Shirts for Men Women UFO T Shirt Offensive Shirt Cool Graphic T Shirts Crazy Shirts T Rex Novelty Tee,Shirtmandude,https://www.etsy.com/listing/560142098/jesus-riding-dinosaur-t-shirt-funny-t,https://i.etsystatic.com/7322315/r/il/76ee95/7065085951/il_510x638.7065085951_km7g.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:20.350Z,NO,ITEM-SPECIFIC,1024,2026-07-14,EXACT,NOT-RUN,ITEM-REVIEW-DEPTH,2,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-09,9,4567985153,CANONICAL-FIRST,"Comfort Colors Amaze T-Shirt, Funny Maze T-Shirt, Space Mary Graphic Tee, Retro Rock Shirt, Meme Graphic Tee, Cosmic Shirt",EverWildTees,https://www.etsy.com/listing/4567985153/comfort-colors-amaze-t-shirt-funny-maze,https://i.etsystatic.com/36511669/r/il/b2a2d8/8471256394/il_510x638.8471256394_6hz7.jpg,CANDIDATE,IP-EXCLUDED,Project Hail Mary/Amaze entertainment-property dependence confirmed by family context,YES,2026-09-25T18:07:22.663Z,YES,ITEM-SPECIFIC,1,2026-09-15,EXACT,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-10,10,4562494437,CANONICAL-FIRST,"Lake Ontario Est. 1660 T-Shirt, Funny Canada Trump Tariff Shirt, Great Lakes Political Satire Tee, Canadian Lake Lover Gift, Lake of America",ShopGratefulThreadCo,https://www.etsy.com/listing/4562494437/lake-ontario-est-1660-t-shirt-funny,https://i.etsystatic.com/37250130/r/il/9b1ca1/8430916190/il_510x638.8430916190_ks7w.jpg,IP-EXCLUDED,IP-EXCLUDED,Donald Trump/public-figure political dependence,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-11,11,4500373887,CANONICAL-FIRST,"Comfort Colors Funny Dad Shirt, Outnumbered by Girls Gift, Father's Day Gift for Him, Dad Shirt, Gift for Dad of Girls Gift From Daughter",ChupchupShop,https://www.etsy.com/listing/4500373887/comfort-colors-funny-dad-shirt,https://i.etsystatic.com/54670729/r/il/4574b7/8038041581/il_510x638.8038041581_t2ma.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:25.011Z,NO,ITEM-SPECIFIC,8,2026-08-23,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,04-TR,2,funny t shirt,Top reviews,COMPLETE,2026-09-25T18:01:39.691Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-04-TR-12,12,4542961857,REPEAT-LISTING,"HELLOW! Text Graphic T-Shirt | Bold Stencil Lettering, Navy Tee",ShepherdFarmsGoods,https://www.etsy.com/listing/4542961857/hellow-text-graphic-t-shirt-bold-stencil,https://i.etsystatic.com/65725659/r/il/f1aab0/8290243602/il_510x638.8290243602_chjo.jpg,CANDIDATE,BRAND-EXCLUDED,item reviews explicitly cite supporting Shepherd Farms/Sarah and the HELLOW Army,YES,2026-09-25T18:06:46.694Z,YES,ITEM-SPECIFIC,7,2026-09-24,EXACT,NOT-APPLICABLE-EXCLUDED,,,Repeated listing occurrence; no first-occurrence or queue credit.
SURFACE,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,https://www.etsy.com/search?q=novelty%20t%20shirt&instant_download=false&order=most_relevant,YES,United States,English (US),USD,United States,0,12,0,,,,,,,,,,,,,,,,,,,,,,No interleaved ad card rendered before organic ordinal 12.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-01,1,4572677796,REPEAT-LISTING,"Dancing Cryptids Graphic Tee, Bigfoot Mothman Alien Vintage Comfort Colors Unisex Shirt, Weirdcore Washed Oversized T-Shirt, Halloween Gift",CitrusTeeShop,https://www.etsy.com/listing/4572677796/dancing-cryptids-graphic-tee-bigfoot,https://i.etsystatic.com/61796851/r/il/6f4cdb/8504144272/il_510x638.8504144272_jtpy.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:06:25.464Z,NO,ITEM-SPECIFIC,1,2026-09-23,EXACT,NOT-RUN,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-02,2,4529438868,CANONICAL-FIRST,"Funny Possum Shirt, Flying Saucer, Mens, Womens, Unisex,  Comfort Colors T-shirt",KickAshCo,https://www.etsy.com/listing/4529438868/funny-possum-shirt-flying-saucer-mens,https://i.etsystatic.com/5768653/r/il/599f96/8189045912/il_510x638.8189045912_3ul9.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:27.466Z,NO,ITEM-SPECIFIC,10,2026-09-20,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-03,3,4547937348,CANONICAL-FIRST,Triangull Triangle Seagull Bird Pun T-Shirt Funny Geometric Sea Gull Tee Cute Animal Wordplay Graphic Shirt Clever Math Joke Apparel,WhimsicalLoreStudio,https://www.etsy.com/listing/4547937348/triangull-triangle-seagull-bird-pun-t,https://i.etsystatic.com/66085565/r/il/f63bb8/8325255938/il_510x638.8325255938_7n5m.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:29.824Z,NO,ITEM-SPECIFIC,1,2026-09-18,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-04,4,1617608764,CANONICAL-FIRST,Wanted Have You Seen This Chicken? Funny T Shirt Tee,MyRadioActiveWear,https://www.etsy.com/listing/1617608764/wanted-have-you-seen-this-chicken-funny,https://i.etsystatic.com/21794352/r/il/ac050e/5584066070/il_510x638.5584066070_xtem.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:33.050Z,NO,ITEM-SPECIFIC,28,2026-09-15,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-05,5,4572806375,CANONICAL-FIRST,"Dragon Tea Party Shirt, Knight and Pink Dragon Folk Art, Comfort Colors Tee",OddFrogCo,https://www.etsy.com/listing/4572806375/dragon-tea-party-shirt-knight-and-pink,https://i.etsystatic.com/26053729/r/il/67a704/8505209842/il_510x638.8505209842_nom9.jpg,CANDIDATE,ATTRIBUTION-EXCLUDED,no item-specific review section; schema count not attributable to this print,YES,2026-09-25T18:07:36.312Z,NO,SCHEMA-ONLY/UNCLEAR,,,UNCLEAR,NOT-RUN-NOT-QUALIFIED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created. Raw schema aggregate=335 was not treated as item-specific.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-06,6,4332571417,REPEAT-LISTING,Salty Girl Tee: Women's Vintage Cotton Blend T-Shirt,Tokfun,https://www.etsy.com/listing/4332571417/salty-girl-tee-womens-vintage-cotton,https://i.etsystatic.com/56464862/r/il/769de2/7005653692/il_510x638.7005653692_m12a.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:06:35.442Z,YES,ITEM-SPECIFIC,815,2026-09-25,EXACT,NOT-RUN,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-07,7,4550187840,REPEAT-LISTING,Princess Donut and Mongo Shirt Dungeon Crawler Carl Bookish Merch Vintage Comfort Colors T-Shirt Fantasy Book Lover Gift LitRPG Graphic Tee,malaniaa,https://www.etsy.com/listing/4550187840/princess-donut-and-mongo-shirt-dungeon,https://i.etsystatic.com/21779919/r/il/3591b6/8389192489/il_510x638.8389192489_73d6.jpg,IP-EXCLUDED,IP-EXCLUDED,Dungeon Crawler Carl named characters/property,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-08,8,4484706430,CANONICAL-FIRST,"I Have To Say Weird Stuff T-Shirt, Funny Cat Meme Embroidered Tee, Socially Awkward Shirt, Comfort Colors T-Shirt",PineSpiceBooks,https://www.etsy.com/listing/4484706430/i-have-to-say-weird-stuff-t-shirt-funny,https://i.etsystatic.com/47460975/r/il/f3b541/7888032022/il_510x638.7888032022_3o1s.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:38.871Z,NO,ITEM-SPECIFIC,4,2026-08-20,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-09,9,4554593804,CANONICAL-FIRST,"Love The Unloved Shirt, Cute Critter Animal Graphic Tee, Kindness Nature Comfort Colors T-Shirt Gift for Animal Lovers and Kids",CloudCottoNShirt,https://www.etsy.com/listing/4554593804/love-the-unloved-shirt-cute-critter,https://i.etsystatic.com/61872304/r/il/349c56/8420941491/il_510x638.8420941491_7u08.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:41.446Z,NO,ITEM-SPECIFIC,1,2026-08-27,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-10,10,759163386,CANONICAL-FIRST,Funny Possum Shirt T Shirt for Men Women Guys Possum T Shirt Cool Animal Graphic Tshirt Raccoon Live Weird Fake Your Death Silly Graphic Tee,Shirtmandude,https://www.etsy.com/listing/759163386/possum-shirt-funny-t-shirt-for-men-women,https://i.etsystatic.com/7322315/r/il/ce9a93/7065135427/il_510x638.7065135427_8s40.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:43.711Z,NO,ITEM-SPECIFIC,518,2026-07-31,EXACT,NOT-RUN,ITEM-REVIEW-DEPTH,4,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
