row_type,pilot_id,pool_id,store_order,store_id,store_name,surface_status,captured_at_utc,collection_scope,collection_url,requested_sort,returned_sort_label,sort_active_state,collection_capture_count,observation_id,raw_rank,product_handle,product_title,product_url,thumbnail_alt,screen_basis,title_thumbnail_screen,pre_origin_detail_disposition,gate0_basis,family_first_observation_id,family_first_rank,detail_opened,review_scope,item_review_count,item_sales_evidence,nonzero_sales_corroboration,provenance_candidate_grade,provenance_candidate_basis,origin_search_state,store_queue_rank,notes
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,3,P002-DTC-S03,INTO THE AM,COMPLETE,2026-09-25T18:17:53.345Z,GRAPHIC TEES,https://intotheam.com/collections/mens-graphic-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S03-22,22,bone-blossom-tee,Bone Blossom Tee,https://intotheam.com/collections/mens-graphic-t-shirts/products/bone-blossom-tee,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S03-22,22,NO,,,,,,,NOT-RUN,20,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,3,P002-DTC-S03,INTO THE AM,COMPLETE,2026-09-25T18:17:53.345Z,GRAPHIC TEES,https://intotheam.com/collections/mens-graphic-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S03-23,23,tidal-rise-vintage-tee,Tidal Rise Vintage Tee,https://intotheam.com/collections/mens-graphic-t-shirts/products/tidal-rise-vintage-tee,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S03-23,23,NO,,,,,,,NOT-RUN,21,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,3,P002-DTC-S03,INTO THE AM,COMPLETE,2026-09-25T18:17:53.345Z,GRAPHIC TEES,https://intotheam.com/collections/mens-graphic-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S03-24,24,infinite-horizon-glow-in-the-dark-tee,Infinite Horizon Glow-in-the-Dark Tee,https://intotheam.com/collections/mens-graphic-t-shirts/products/infinite-horizon-glow-in-the-dark-tee,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S03-24,24,NO,,,,,,,NOT-RUN,22,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
SURFACE,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,,,,,,,,,,,,,,,,,,,,,,First 24 products captured from a longer collection.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-01,1,f-bombs-t-shirt,F Bombs Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/f-bombs-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,ORIGIN-PENDING,Highest-ranked canonical family surviving basic/title/thumbnail Gate 0 in this store.,TRACE-P002-OBS-DTC-S04-01,1,YES,ITEM-VISIBLE,13,"Product review widget shows 13 reviews; a separate 83-review label conflicts, so the exact widget count is retained conservatively",YES,MEDIUM-CANDIDATE,Store states it creates original designs; origin not independently tested.,NOT-RUN,1,Provisional candidate only; mandatory cross-market origin searches and final Gate 0 remain open; no SDC created.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-02,2,bad-ass-cool-tee-funny-donkey-t-shirt,Bad Ass Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/bad-ass-cool-tee-funny-donkey-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-02,2,NO,,,,,,,NOT-RUN,2,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-03,3,teen-wolf-t-shirt,Teen Wolf Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/teen-wolf-t-shirt,,TITLE+RENDERED-THUMBNAIL,IP-EXCLUDED,IP-EXCLUDED,Named Teen Wolf entertainment-property dependency,TRACE-P002-OBS-DTC-S04-03,3,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,Gate 0 contamination-control screen; not an infringement or legal conclusion.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-04,4,take-it-slow-vintage-graphic-tee-animal-turtle-mindfulness-t-shirt,Take It Slow Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/take-it-slow-vintage-graphic-tee-animal-turtle-mindfulness-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-04,4,NO,,,,,,,NOT-RUN,3,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-05,5,easy-e-vintage-graphic-tee-sports-new-york-giants-t-shirt,Easy E Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/easy-e-vintage-graphic-tee-sports-new-york-giants-t-shirt,,TITLE+RENDERED-THUMBNAIL,IP-EXCLUDED,IP-EXCLUDED,Named public-figure/performer dependency,TRACE-P002-OBS-DTC-S04-05,5,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,Gate 0 contamination-control screen; not an infringement or legal conclusion.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-06,6,whats-crackin-t-shirt,What's Crackin Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/whats-crackin-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-06,6,NO,,,,,,,NOT-RUN,4,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-07,7,whiskey-helps-t-shirt,Whiskey Helps Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/whiskey-helps-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-07,7,NO,,,,,,,NOT-RUN,5,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-08,8,jesus-is-my-lift-ticket-t-shirt,Jesus Is My Lift Ticket Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/jesus-is-my-lift-ticket-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-08,8,NO,,,,,,,NOT-RUN,6,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-09,9,boozehound-brewing-co-t-shirt,Boozehound Brewing Co. Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/boozehound-brewing-co-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-09,9,NO,,,,,,,NOT-RUN,7,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-10,10,photosynthesis-t-shirt,Photosynthesis is Fun Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/photosynthesis-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-10,10,NO,,,,,,,NOT-RUN,8,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-11,11,slow-down-t-shirt,Slow Down Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/slow-down-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-11,11,NO,,,,,,,NOT-RUN,9,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-12,12,thats-bananas-vintage-funny-tee-fruit-food-t-shirt,That's Bananas Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/thats-bananas-vintage-funny-tee-fruit-food-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-12,12,NO,,,,,,,NOT-RUN,10,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-13,13,swirly-mountains-vintage-inspired-tee-shirt-with-cool-nature-graphic,Swirly Mountains Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/swirly-mountains-vintage-inspired-tee-shirt-with-cool-nature-graphic,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-13,13,NO,,,,,,,NOT-RUN,11,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-14,14,tequila-skull-t-shirt,Tequila Skull Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/tequila-skull-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-14,14,NO,,,,,,,NOT-RUN,12,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-15,15,the-dude-abides-t-shirt,Dude Abides Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/the-dude-abides-t-shirt,,TITLE+RENDERED-THUMBNAIL,IP-EXCLUDED,IP-EXCLUDED,Recognizable The Big Lebowski expression,TRACE-P002-OBS-DTC-S04-15,15,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,Gate 0 contamination-control screen; not an infringement or legal conclusion.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-16,16,how-you-lichen-me-now-graphic-t-shirt-funny-nature-tee,How You Lichen Me Now T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/how-you-lichen-me-now-graphic-t-shirt-funny-nature-tee,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-16,16,NO,,,,,,,NOT-RUN,13,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-17,17,sunset-vintage-inspired-tee-shirt-with-cool-mountain-forest-graphic,Sunset Mountains Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/sunset-vintage-inspired-tee-shirt-with-cool-mountain-forest-graphic,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-17,17,NO,,,,,,,NOT-RUN,14,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-18,18,sunday-funday-graphic-t-shirt-vintage-drinking-tee,Sunday Funday Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/sunday-funday-graphic-t-shirt-vintage-drinking-tee,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-18,18,NO,,,,,,,NOT-RUN,15,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-19,19,squirrelzilla-graphic-t-shirt-funny-godzilla-pun-kaiju-tee,Squirrelzilla Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/squirrelzilla-graphic-t-shirt-funny-godzilla-pun-kaiju-tee,,TITLE+RENDERED-THUMBNAIL,IP-EXCLUDED,IP-EXCLUDED,Godzilla-dependent Squirrelzilla parody,TRACE-P002-OBS-DTC-S04-19,19,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,Gate 0 contamination-control screen; not an infringement or legal conclusion.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-20,20,nice-hammered-t-shirt,Nice & Hammered Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/nice-hammered-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-20,20,NO,,,,,,,NOT-RUN,16,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-21,21,holy-guacamole-t-shirt,Holy Guacamole Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/holy-guacamole-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-21,21,NO,,,,,,,NOT-RUN,17,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-22,22,stay-cool-graphic-t-shirt-vintage-summer-drinking-tee,Stay Cool Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/stay-cool-graphic-t-shirt-vintage-summer-drinking-tee,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-22,22,NO,,,,,,,NOT-RUN,18,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-23,23,im-a-drinker-not-a-fighter-t-shirt,I'm a Drinker Not a Fighter Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/im-a-drinker-not-a-fighter-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-23,23,NO,,,,,,,NOT-RUN,19,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,4,P002-DTC-S04,Solid Threads,COMPLETE,2026-09-25T18:19:12.057Z,Men’s T-Shirts | Funny Vintage Graphic Tees,https://solidthreads.com/collections/mens-t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S04-24,24,later-gator-vintage-graphic-tee-funny-alligator-t-shirt,Later Gator Signature T-Shirt,https://solidthreads.com/collections/mens-t-shirts/products/later-gator-vintage-graphic-tee-funny-alligator-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S04-24,24,NO,,,,,,,NOT-RUN,20,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
SURFACE,TRACE-PILOT-002,TRACE-P002-POOL-DTC,5,P002-DTC-S05,Crazy Dog T-Shirts,COMPLETE,2026-09-25T18:20:07.804Z,CRAZY SHIRTS,https://www.crazydogtshirts.com/collections/crazy-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,,,,,,,,,,,,,,,,,,,,,,First 24 products captured from a longer collection.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,5,P002-DTC-S05,Crazy Dog T-Shirts,COMPLETE,2026-09-25T18:20:07.804Z,CRAZY SHIRTS,https://www.crazydogtshirts.com/collections/crazy-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S05-01,1,ask-me-about-my-ninja-disguise-shirt,Ask Me About My Ninja Disguise Flip Men's T Shirt,https://www.crazydogtshirts.com/products/ask-me-about-my-ninja-disguise-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,ORIGIN-PENDING,Highest-ranked canonical family surviving basic/title/thumbnail Gate 0 in this store.,TRACE-P002-OBS-DTC-S05-01,1,YES,ITEM-VISIBLE,7,Seven visible product-specific reviews and named-product structured rating,YES,LOW-CANDIDATE,No explicit candidate-level artist or authorship claim was found; origin not independently tested.,NOT-RUN,1,Provisional candidate only; mandatory cross-market origin searches and final Gate 0 remain open; no SDC created.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,5,P002-DTC-S05,Crazy Dog T-Shirts,COMPLETE,2026-09-25T18:20:07.804Z,CRAZY SHIRTS,https://www.crazydogtshirts.com/collections/crazy-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S05-02,2,mens-cant-work-today-arm-is-in-a-cast-tshirt-funny-fathers-day-fishing-tee-for-guys,Can't Work Today My Arm Is In A Cast Men's T Shirt,https://www.crazydogtshirts.com/products/mens-cant-work-today-arm-is-in-a-cast-tshirt-funny-fathers-day-fishing-tee-for-guys,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S05-02,2,NO,,,,,,,NOT-RUN,2,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,5,P002-DTC-S05,Crazy Dog T-Shirts,COMPLETE,2026-09-25T18:20:07.804Z,CRAZY SHIRTS,https://www.crazydogtshirts.com/collections/crazy-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S05-03,3,that-soulds-like-a-horrible-idea-what-time-mens-tshirt,That Sounds Like A Horrible Idea. What Time? Men's T Shirt,https://www.crazydogtshirts.com/products/that-soulds-like-a-horrible-idea-what-time-mens-tshirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S05-03,3,NO,,,,,,,NOT-RUN,3,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
